고객ID,연도,월,추천요금제,일반 주택용_요금원,제주 TOU(3kW)_요금원,구독 기본형_요금원,구독 프리미엄형_요금원
M0985,2025,5,제주 TOU(3kW),131265.91624999998,105204.253126,111149.99999999997,249900
M0985,2025,6,구독 기본형,155861.0279107,137691.48071630002,132455.1,249900
M0985,2025,7,일반 주택용,190603.5476065,190922.3698207,215479.5,249900
M0985,2025,8,제주 TOU(3kW),219793.8628081,214391.9381289,247548.3,249900
M0985,2025,9,제주 TOU(3kW),219799.5907856,147424.1462148,187840.80000000002,249900
M0985,2025,10,제주 TOU(3kW),145188.61199709994,111370.64692459995,123210.29999999993,249900
M0985,2025,11,구독 기본형,123990.62286029998,119307.88060869998,104847.89999999998,249900
M0985,2025,12,구독 기본형,126218.89142169998,120717.73619569998,106778.09999999998,249900
M0986,2024,1,구독 기본형,127784.98256790002,122002.44181370002,108134.70000000001,249900
M0986,2024,2,구독 기본형,107770.39313180003,110428.6739528,90797.40000000002,249900
M0986,2024,3,구독 기본형,105543.8562059,92509.7152084,88868.7,249900
M0986,2024,4,제주 TOU(3kW),124302.6635774,102247.8589412,105118.2,249900
M0986,2024,5,구독 기본형,101037.79430780004,90835.84454420002,84965.40000000002,249900
M0986,2024,6,구독 기본형,104328.24808489997,107974.25965549999,87815.69999999998,249900
M0986,2024,7,일반 주택용,150610.773201,166457.11560799996,171543.0,249900
M0986,2024,8,일반 주택용,156632.01300600002,171692.77172320004,178158.00000000006,249900
M0986,2024,9,제주 TOU(3kW),194357.3630383,137191.9401076,165801.9,249900
M0986,2024,10,제주 TOU(3kW),126330.75507500004,103159.46557420005,106875.00000000003,249900
M0986,2024,11,구독 기본형,118437.26781179999,116226.7364272,100037.4,249900
M0986,2024,12,구독 기본형,122155.78188449996,118446.44350769998,103258.49999999997,249900
M0986,2025,1,구독 기본형,120423.45373029995,117219.88297529997,101757.89999999997,249900
M0986,2025,2,구독 기본형,102101.01850480001,106113.66549,85886.40000000001,249900
M0986,2025,3,구독 기본형,114042.37691279995,97282.2698932,96230.39999999997,249900
M0986,2025,4,제주 TOU(3kW),118727.1435945,99433.34436419999,100288.5,249900
M0986,2025,5,구독 기본형,108252.82678209998,93875.495854,91215.29999999997,249900
M0986,2025,6,구독 기본형,133922.24510699994,126467.25708959998,113450.99999999996,249900
M0986,2025,7,일반 주택용,151798.63683600002,166920.6953372,172848.00000000003,249900
M0986,2025,8,일반 주택용,168004.64675470008,181333.80220410004,190652.1000000001,249900
M0986,2025,9,제주 TOU(3kW),171869.6517811,125671.932288,146322.3,249900
M0986,2025,10,제주 TOU(3kW),135378.55056250002,107697.94528920001,114712.50000000003,249900
M0986,2025,11,구독 기본형,105721.52200820003,109022.20094360001,89022.60000000002,249900
M0986,2025,12,구독 기본형,101622.39445260004,105666.68602,85471.80000000003,249900
M0987,2024,1,일반 주택용,48308.1285358,73139.13955390001,84900,249900
M0987,2024,2,일반 주택용,43456.0495754,69150.37505110001,84900,249900
M0987,2024,3,일반 주택용,18365.90756,36510.9981782,84900,249900
M0987,2024,4,일반 주택용,33248.10935599999,51793.3900106,84900,249900
M0987,2024,5,일반 주택용,21545.129479999996,40118.76568,84900,249900
M0987,2024,6,일반 주택용,6568.24616,22621.381797,84900,249900
